Slot ID,Zone Rank,Zone ID,Zone,Category,Wave,Priority Tier,Suggested Sourcing Focus,Projected Monthly GMV (GHS),Projected Annual GMV (GHS),Ops Rationale
289,4,3,North-West Corridor (Achimota / Lapaz / Atomic),Supermarkets,1,High,Anchor + essential merchants,22875.0,274496.0,North-West Corridor: High-frequency anchor category; use for basket building and repeat purchase.
290,4,3,North-West Corridor (Achimota / Lapaz / Atomic),Supermarkets,1,High,Anchor + essential merchants,22875.0,274496.0,North-West Corridor: High-frequency anchor category; use for basket building and repeat purchase.
291,4,3,North-West Corridor (Achimota / Lapaz / Atomic),Supermarkets,1,High,Anchor + essential merchants,22875.0,274496.0,North-West Corridor: High-frequency anchor category; use for basket building and repeat purchase.
292,4,3,North-West Corridor (Achimota / Lapaz / Atomic),Supermarkets,1,High,Anchor + essential merchants,22875.0,274496.0,North-West Corridor: High-frequency anchor category; use for basket building and repeat purchase.
293,4,3,North-West Corridor (Achimota / Lapaz / Atomic),Supermarkets,1,High,Anchor + essential merchants,22875.0,274496.0,North-West Corridor: High-frequency anchor category; use for basket building and repeat purchase.
294,4,3,North-West Corridor (Achimota / Lapaz / Atomic),Supermarkets,1,High,Anchor + essential merchants,22875.0,274496.0,North-West Corridor: High-frequency anchor category; use for basket building and repeat purchase.
295,4,3,North-West Corridor (Achimota / Lapaz / Atomic),Supermarkets,1,High,Anchor + essential merchants,22875.0,274496.0,North-West Corridor: High-frequency anchor category; use for basket building and repeat purchase.
296,4,3,North-West Corridor (Achimota / Lapaz / Atomic),Supermarkets,1,High,Anchor + essential merchants,22875.0,274496.0,North-West Corridor: High-frequency anchor category; use for basket building and repeat purchase.
297,4,3,North-West Corridor (Achimota / Lapaz / Atomic),Supermarkets,1,High,Anchor + essential merchants,22875.0,274496.0,North-West Corridor: High-frequency anchor category; use for basket building and repeat purchase.
298,4,3,North-West Corridor (Achimota / Lapaz / Atomic),Supermarkets,1,High,Anchor + essential merchants,22875.0,274496.0,North-West Corridor: High-frequency anchor category; use for basket building and repeat purchase.
299,4,3,North-West Corridor (Achimota / Lapaz / Atomic),Supermarkets,1,High,Anchor + essential merchants,22875.0,274496.0,North-West Corridor: High-frequency anchor category; use for basket building and repeat purchase.
300,4,3,North-West Corridor (Achimota / Lapaz / Atomic),Supermarkets,1,High,Anchor + essential merchants,22875.0,274496.0,North-West Corridor: High-frequency anchor category; use for basket building and repeat purchase.
301,4,3,North-West Corridor (Achimota / Lapaz / Atomic),Electronics & Appliances,1,High,Cluster-fill around proven tech corridors,19825.0,237897.0,North-West Corridor: High-ticket but slower frequency; onboard selectively in proven demand corridors.
302,4,3,North-West Corridor (Achimota / Lapaz / Atomic),Electronics & Appliances,1,High,Cluster-fill around proven tech corridors,19825.0,237897.0,North-West Corridor: High-ticket but slower frequency; onboard selectively in proven demand corridors.
303,4,3,North-West Corridor (Achimota / Lapaz / Atomic),Electronics & Appliances,1,High,Cluster-fill around proven tech corridors,19825.0,237897.0,North-West Corridor: High-ticket but slower frequency; onboard selectively in proven demand corridors.
304,4,3,North-West Corridor (Achimota / Lapaz / Atomic),Electronics & Appliances,1,High,Cluster-fill around proven tech corridors,19825.0,237897.0,North-West Corridor: High-ticket but slower frequency; onboard selectively in proven demand corridors.
305,4,3,North-West Corridor (Achimota / Lapaz / Atomic),Electronics & Appliances,1,High,Cluster-fill around proven tech corridors,19825.0,237897.0,North-West Corridor: High-ticket but slower frequency; onboard selectively in proven demand corridors.
306,4,3,North-West Corridor (Achimota / Lapaz / Atomic),Electronics & Appliances,2,High,Cluster-fill around proven tech corridors,19825.0,237897.0,North-West Corridor: High-ticket but slower frequency; onboard selectively in proven demand corridors.
307,4,3,North-West Corridor (Achimota / Lapaz / Atomic),Electronics & Appliances,2,High,Cluster-fill around proven tech corridors,19825.0,237897.0,North-West Corridor: High-ticket but slower frequency; onboard selectively in proven demand corridors.
308,4,3,North-West Corridor (Achimota / Lapaz / Atomic),Mobile Phones & Accessories,2,High,Cluster-fill around proven tech corridors,18300.0,219597.0,North-West Corridor: Strategic fit with telecom footprint and higher GMV per merchant.
309,4,3,North-West Corridor (Achimota / Lapaz / Atomic),Mobile Phones & Accessories,2,High,Cluster-fill around proven tech corridors,18300.0,219597.0,North-West Corridor: Strategic fit with telecom footprint and higher GMV per merchant.
310,4,3,North-West Corridor (Achimota / Lapaz / Atomic),Mobile Phones & Accessories,2,High,Cluster-fill around proven tech corridors,18300.0,219597.0,North-West Corridor: Strategic fit with telecom footprint and higher GMV per merchant.
311,4,3,North-West Corridor (Achimota / Lapaz / Atomic),Mobile Phones & Accessories,2,High,Cluster-fill around proven tech corridors,18300.0,219597.0,North-West Corridor: Strategic fit with telecom footprint and higher GMV per merchant.
312,4,3,North-West Corridor (Achimota / Lapaz / Atomic),Mobile Phones & Accessories,2,High,Cluster-fill around proven tech corridors,18300.0,219597.0,North-West Corridor: Strategic fit with telecom footprint and higher GMV per merchant.
313,4,3,North-West Corridor (Achimota / Lapaz / Atomic),Mobile Phones & Accessories,2,High,Cluster-fill around proven tech corridors,18300.0,219597.0,North-West Corridor: Strategic fit with telecom footprint and higher GMV per merchant.
314,4,3,North-West Corridor (Achimota / Lapaz / Atomic),Mobile Phones & Accessories,2,High,Cluster-fill around proven tech corridors,18300.0,219597.0,North-West Corridor: Strategic fit with telecom footprint and higher GMV per merchant.
315,4,3,North-West Corridor (Achimota / Lapaz / Atomic),Mobile Phones & Accessories,2,High,Cluster-fill around proven tech corridors,18300.0,219597.0,North-West Corridor: Strategic fit with telecom footprint and higher GMV per merchant.
316,4,3,North-West Corridor (Achimota / Lapaz / Atomic),Mobile Phones & Accessories,2,High,Cluster-fill around proven tech corridors,18300.0,219597.0,North-West Corridor: Strategic fit with telecom footprint and higher GMV per merchant.
317,4,3,North-West Corridor (Achimota / Lapaz / Atomic),Mobile Phones & Accessories,2,High,Cluster-fill around proven tech corridors,18300.0,219597.0,North-West Corridor: Strategic fit with telecom footprint and higher GMV per merchant.
318,4,3,North-West Corridor (Achimota / Lapaz / Atomic),Mobile Phones & Accessories,2,High,Cluster-fill around proven tech corridors,18300.0,219597.0,North-West Corridor: Strategic fit with telecom footprint and higher GMV per merchant.
319,4,3,North-West Corridor (Achimota / Lapaz / Atomic),Mobile Phones & Accessories,2,High,Cluster-fill around proven tech corridors,18300.0,219597.0,North-West Corridor: Strategic fit with telecom footprint and higher GMV per merchant.
320,4,3,North-West Corridor (Achimota / Lapaz / Atomic),Mobile Phones & Accessories,2,High,Cluster-fill around proven tech corridors,18300.0,219597.0,North-West Corridor: Strategic fit with telecom footprint and higher GMV per merchant.
321,4,3,North-West Corridor (Achimota / Lapaz / Atomic),Mobile Phones & Accessories,2,High,Cluster-fill around proven tech corridors,18300.0,219597.0,North-West Corridor: Strategic fit with telecom footprint and higher GMV per merchant.
322,4,3,North-West Corridor (Achimota / Lapaz / Atomic),Mobile Phones & Accessories,2,High,Cluster-fill around proven tech corridors,18300.0,219597.0,North-West Corridor: Strategic fit with telecom footprint and higher GMV per merchant.
323,4,3,North-West Corridor (Achimota / Lapaz / Atomic),Computers & Games,2,High,Cluster-fill around proven tech corridors,16775.0,201297.0,North-West Corridor: Complementary to electronics corridors and student/office catchments.
324,4,3,North-West Corridor (Achimota / Lapaz / Atomic),Computers & Games,2,High,Cluster-fill around proven tech corridors,16775.0,201297.0,North-West Corridor: Complementary to electronics corridors and student/office catchments.
325,4,3,North-West Corridor (Achimota / Lapaz / Atomic),Computers & Games,2,High,Cluster-fill around proven tech corridors,16775.0,201297.0,North-West Corridor: Complementary to electronics corridors and student/office catchments.
326,4,3,North-West Corridor (Achimota / Lapaz / Atomic),Computers & Games,2,High,Cluster-fill around proven tech corridors,16775.0,201297.0,North-West Corridor: Complementary to electronics corridors and student/office catchments.
327,4,3,North-West Corridor (Achimota / Lapaz / Atomic),Computers & Games,2,High,Cluster-fill around proven tech corridors,16775.0,201297.0,North-West Corridor: Complementary to electronics corridors and student/office catchments.
328,4,3,North-West Corridor (Achimota / Lapaz / Atomic),Computers & Games,3,Medium,Cluster-fill around proven tech corridors,16775.0,201297.0,North-West Corridor: Complementary to electronics corridors and student/office catchments.
329,4,3,North-West Corridor (Achimota / Lapaz / Atomic),Computers & Games,3,Medium,Cluster-fill around proven tech corridors,16775.0,201297.0,North-West Corridor: Complementary to electronics corridors and student/office catchments.
330,4,3,North-West Corridor (Achimota / Lapaz / Atomic),Computers & Games,3,Medium,Cluster-fill around proven tech corridors,16775.0,201297.0,North-West Corridor: Complementary to electronics corridors and student/office catchments.
331,4,3,North-West Corridor (Achimota / Lapaz / Atomic),Computers & Games,3,Medium,Cluster-fill around proven tech corridors,16775.0,201297.0,North-West Corridor: Complementary to electronics corridors and student/office catchments.
332,4,3,North-West Corridor (Achimota / Lapaz / Atomic),Pharmacy & Health,3,Medium,Anchor + essential merchants,15250.0,182997.0,North-West Corridor: Very underrepresented in current map; strong convenience and repeat demand driver.
333,4,3,North-West Corridor (Achimota / Lapaz / Atomic),Pharmacy & Health,3,Medium,Anchor + essential merchants,15250.0,182997.0,North-West Corridor: Very underrepresented in current map; strong convenience and repeat demand driver.
334,4,3,North-West Corridor (Achimota / Lapaz / Atomic),Pharmacy & Health,3,Medium,Anchor + essential merchants,15250.0,182997.0,North-West Corridor: Very underrepresented in current map; strong convenience and repeat demand driver.
335,4,3,North-West Corridor (Achimota / Lapaz / Atomic),Pharmacy & Health,3,Medium,Anchor + essential merchants,15250.0,182997.0,North-West Corridor: Very underrepresented in current map; strong convenience and repeat demand driver.
336,4,3,North-West Corridor (Achimota / Lapaz / Atomic),Pharmacy & Health,3,Medium,Anchor + essential merchants,15250.0,182997.0,North-West Corridor: Very underrepresented in current map; strong convenience and repeat demand driver.
337,4,3,North-West Corridor (Achimota / Lapaz / Atomic),Pharmacy & Health,3,Medium,Anchor + essential merchants,15250.0,182997.0,North-West Corridor: Very underrepresented in current map; strong convenience and repeat demand driver.
338,4,3,North-West Corridor (Achimota / Lapaz / Atomic),Restaurants & Fast Food,3,Medium,Anchor + essential merchants,13725.0,164698.0,North-West Corridor: Good demand generation and order frequency; cluster around dense residential/work nodes.
339,4,3,North-West Corridor (Achimota / Lapaz / Atomic),Restaurants & Fast Food,3,Medium,Anchor + essential merchants,13725.0,164698.0,North-West Corridor: Good demand generation and order frequency; cluster around dense residential/work nodes.
340,4,3,North-West Corridor (Achimota / Lapaz / Atomic),Restaurants & Fast Food,3,Medium,Anchor + essential merchants,13725.0,164698.0,North-West Corridor: Good demand generation and order frequency; cluster around dense residential/work nodes.
341,4,3,North-West Corridor (Achimota / Lapaz / Atomic),Restaurants & Fast Food,3,Medium,Anchor + essential merchants,13725.0,164698.0,North-West Corridor: Good demand generation and order frequency; cluster around dense residential/work nodes.
342,4,3,North-West Corridor (Achimota / Lapaz / Atomic),Restaurants & Fast Food,3,Medium,Anchor + essential merchants,13725.0,164698.0,North-West Corridor: Good demand generation and order frequency; cluster around dense residential/work nodes.
343,4,3,North-West Corridor (Achimota / Lapaz / Atomic),Restaurants & Fast Food,3,Medium,Anchor + essential merchants,13725.0,164698.0,North-West Corridor: Good demand generation and order frequency; cluster around dense residential/work nodes.
344,4,3,North-West Corridor (Achimota / Lapaz / Atomic),Restaurants & Fast Food,3,Medium,Anchor + essential merchants,13725.0,164698.0,North-West Corridor: Good demand generation and order frequency; cluster around dense residential/work nodes.
345,4,3,North-West Corridor (Achimota / Lapaz / Atomic),Restaurants & Fast Food,3,Medium,Anchor + essential merchants,13725.0,164698.0,North-West Corridor: Good demand generation and order frequency; cluster around dense residential/work nodes.
346,4,3,North-West Corridor (Achimota / Lapaz / Atomic),Restaurants & Fast Food,3,Medium,Anchor + essential merchants,13725.0,164698.0,North-West Corridor: Good demand generation and order frequency; cluster around dense residential/work nodes.
347,4,3,North-West Corridor (Achimota / Lapaz / Atomic),Restaurants & Fast Food,4,Build Pipeline,Anchor + essential merchants,13725.0,164698.0,North-West Corridor: Good demand generation and order frequency; cluster around dense residential/work nodes.
348,4,3,North-West Corridor (Achimota / Lapaz / Atomic),Restaurants & Fast Food,4,Build Pipeline,Anchor + essential merchants,13725.0,164698.0,North-West Corridor: Good demand generation and order frequency; cluster around dense residential/work nodes.
349,4,3,North-West Corridor (Achimota / Lapaz / Atomic),Restaurants & Fast Food,4,Build Pipeline,Anchor + essential merchants,13725.0,164698.0,North-West Corridor: Good demand generation and order frequency; cluster around dense residential/work nodes.
350,4,3,North-West Corridor (Achimota / Lapaz / Atomic),Restaurants & Fast Food,4,Build Pipeline,Anchor + essential merchants,13725.0,164698.0,North-West Corridor: Good demand generation and order frequency; cluster around dense residential/work nodes.
351,4,3,North-West Corridor (Achimota / Lapaz / Atomic),Restaurants & Fast Food,4,Build Pipeline,Anchor + essential merchants,13725.0,164698.0,North-West Corridor: Good demand generation and order frequency; cluster around dense residential/work nodes.
352,4,3,North-West Corridor (Achimota / Lapaz / Atomic),Restaurants & Fast Food,4,Build Pipeline,Anchor + essential merchants,13725.0,164698.0,North-West Corridor: Good demand generation and order frequency; cluster around dense residential/work nodes.
353,4,3,North-West Corridor (Achimota / Lapaz / Atomic),Restaurants & Fast Food,4,Build Pipeline,Anchor + essential merchants,13725.0,164698.0,North-West Corridor: Good demand generation and order frequency; cluster around dense residential/work nodes.
354,4,3,North-West Corridor (Achimota / Lapaz / Atomic),Auto & More,4,Build Pipeline,Selective specialist sourcing,13725.0,164698.0,North-West Corridor: Niche but valuable in transport corridors; keep targeted rather than broad.
355,4,3,North-West Corridor (Achimota / Lapaz / Atomic),Home & Office,4,Build Pipeline,Whitespace fill in residential corridors,12200.0,146398.0,North-West Corridor: Useful fill category for mixed-use corridors; add where electronics already convert.
356,4,3,North-West Corridor (Achimota / Lapaz / Atomic),Home & Office,4,Build Pipeline,Whitespace fill in residential corridors,12200.0,146398.0,North-West Corridor: Useful fill category for mixed-use corridors; add where electronics already convert.
357,4,3,North-West Corridor (Achimota / Lapaz / Atomic),Home & Office,4,Build Pipeline,Whitespace fill in residential corridors,12200.0,146398.0,North-West Corridor: Useful fill category for mixed-use corridors; add where electronics already convert.
358,5,4,Tema Corridor (Tema / Ashaiman),Supermarkets,1,High,Anchor + essential merchants,20250.0,243000.0,Tema Corridor: High-frequency anchor category; use for basket building and repeat purchase.
359,5,4,Tema Corridor (Tema / Ashaiman),Supermarkets,1,High,Anchor + essential merchants,20250.0,243000.0,Tema Corridor: High-frequency anchor category; use for basket building and repeat purchase.
360,5,4,Tema Corridor (Tema / Ashaiman),Supermarkets,1,High,Anchor + essential merchants,20250.0,243000.0,Tema Corridor: High-frequency anchor category; use for basket building and repeat purchase.
361,5,4,Tema Corridor (Tema / Ashaiman),Supermarkets,1,High,Anchor + essential merchants,20250.0,243000.0,Tema Corridor: High-frequency anchor category; use for basket building and repeat purchase.
362,5,4,Tema Corridor (Tema / Ashaiman),Supermarkets,1,High,Anchor + essential merchants,20250.0,243000.0,Tema Corridor: High-frequency anchor category; use for basket building and repeat purchase.
363,5,4,Tema Corridor (Tema / Ashaiman),Supermarkets,1,High,Anchor + essential merchants,20250.0,243000.0,Tema Corridor: High-frequency anchor category; use for basket building and repeat purchase.
364,5,4,Tema Corridor (Tema / Ashaiman),Supermarkets,1,High,Anchor + essential merchants,20250.0,243000.0,Tema Corridor: High-frequency anchor category; use for basket building and repeat purchase.
365,5,4,Tema Corridor (Tema / Ashaiman),Supermarkets,1,High,Anchor + essential merchants,20250.0,243000.0,Tema Corridor: High-frequency anchor category; use for basket building and repeat purchase.
366,5,4,Tema Corridor (Tema / Ashaiman),Supermarkets,1,High,Anchor + essential merchants,20250.0,243000.0,Tema Corridor: High-frequency anchor category; use for basket building and repeat purchase.
367,5,4,Tema Corridor (Tema / Ashaiman),Supermarkets,1,High,Anchor + essential merchants,20250.0,243000.0,Tema Corridor: High-frequency anchor category; use for basket building and repeat purchase.
368,5,4,Tema Corridor (Tema / Ashaiman),Supermarkets,1,High,Anchor + essential merchants,20250.0,243000.0,Tema Corridor: High-frequency anchor category; use for basket building and repeat purchase.
369,5,4,Tema Corridor (Tema / Ashaiman),Supermarkets,1,High,Anchor + essential merchants,20250.0,243000.0,Tema Corridor: High-frequency anchor category; use for basket building and repeat purchase.
370,5,4,Tema Corridor (Tema / Ashaiman),Supermarkets,1,High,Anchor + essential merchants,20250.0,243000.0,Tema Corridor: High-frequency anchor category; use for basket building and repeat purchase.
371,5,4,Tema Corridor (Tema / Ashaiman),Supermarkets,1,High,Anchor + essential merchants,20250.0,243000.0,Tema Corridor: High-frequency anchor category; use for basket building and repeat purchase.
372,5,4,Tema Corridor (Tema / Ashaiman),Supermarkets,1,High,Anchor + essential merchants,20250.0,243000.0,Tema Corridor: High-frequency anchor category; use for basket building and repeat purchase.
373,5,4,Tema Corridor (Tema / Ashaiman),Supermarkets,1,High,Anchor + essential merchants,20250.0,243000.0,Tema Corridor: High-frequency anchor category; use for basket building and repeat purchase.
374,5,4,Tema Corridor (Tema / Ashaiman),Supermarkets,1,High,Anchor + essential merchants,20250.0,243000.0,Tema Corridor: High-frequency anchor category; use for basket building and repeat purchase.
375,5,4,Tema Corridor (Tema / Ashaiman),Supermarkets,1,High,Anchor + essential merchants,20250.0,243000.0,Tema Corridor: High-frequency anchor category; use for basket building and repeat purchase.
376,5,4,Tema Corridor (Tema / Ashaiman),Supermarkets,1,High,Anchor + essential merchants,20250.0,243000.0,Tema Corridor: High-frequency anchor category; use for basket building and repeat purchase.
377,5,4,Tema Corridor (Tema / Ashaiman),Supermarkets,1,High,Anchor + essential merchants,20250.0,243000.0,Tema Corridor: High-frequency anchor category; use for basket building and repeat purchase.
378,5,4,Tema Corridor (Tema / Ashaiman),Supermarkets,1,High,Anchor + essential merchants,20250.0,243000.0,Tema Corridor: High-frequency anchor category; use for basket building and repeat purchase.
379,5,4,Tema Corridor (Tema / Ashaiman),Supermarkets,1,High,Anchor + essential merchants,20250.0,243000.0,Tema Corridor: High-frequency anchor category; use for basket building and repeat purchase.
380,5,4,Tema Corridor (Tema / Ashaiman),Mobile Phones & Accessories,2,High,Cluster-fill around proven tech corridors,16200.0,194400.0,Tema Corridor: Strategic fit with telecom footprint and higher GMV per merchant.
381,5,4,Tema Corridor (Tema / Ashaiman),Mobile Phones & Accessories,2,High,Cluster-fill around proven tech corridors,16200.0,194400.0,Tema Corridor: Strategic fit with telecom footprint and higher GMV per merchant.
382,5,4,Tema Corridor (Tema / Ashaiman),Mobile Phones & Accessories,2,High,Cluster-fill around proven tech corridors,16200.0,194400.0,Tema Corridor: Strategic fit with telecom footprint and higher GMV per merchant.
383,5,4,Tema Corridor (Tema / Ashaiman),Mobile Phones & Accessories,2,High,Cluster-fill around proven tech corridors,16200.0,194400.0,Tema Corridor: Strategic fit with telecom footprint and higher GMV per merchant.
384,5,4,Tema Corridor (Tema / Ashaiman),Mobile Phones & Accessories,2,High,Cluster-fill around proven tech corridors,16200.0,194400.0,Tema Corridor: Strategic fit with telecom footprint and higher GMV per merchant.
385,5,4,Tema Corridor (Tema / Ashaiman),Mobile Phones & Accessories,2,High,Cluster-fill around proven tech corridors,16200.0,194400.0,Tema Corridor: Strategic fit with telecom footprint and higher GMV per merchant.
386,5,4,Tema Corridor (Tema / Ashaiman),Mobile Phones & Accessories,2,High,Cluster-fill around proven tech corridors,16200.0,194400.0,Tema Corridor: Strategic fit with telecom footprint and higher GMV per merchant.
387,5,4,Tema Corridor (Tema / Ashaiman),Mobile Phones & Accessories,2,High,Cluster-fill around proven tech corridors,16200.0,194400.0,Tema Corridor: Strategic fit with telecom footprint and higher GMV per merchant.
388,5,4,Tema Corridor (Tema / Ashaiman),Mobile Phones & Accessories,2,High,Cluster-fill around proven tech corridors,16200.0,194400.0,Tema Corridor: Strategic fit with telecom footprint and higher GMV per merchant.
389,5,4,Tema Corridor (Tema / Ashaiman),Computers & Games,2,High,Cluster-fill around proven tech corridors,14850.0,178200.0,Tema Corridor: Complementary to electronics corridors and student/office catchments.
390,5,4,Tema Corridor (Tema / Ashaiman),Computers & Games,2,High,Cluster-fill around proven tech corridors,14850.0,178200.0,Tema Corridor: Complementary to electronics corridors and student/office catchments.
391,5,4,Tema Corridor (Tema / Ashaiman),Computers & Games,2,High,Cluster-fill around proven tech corridors,14850.0,178200.0,Tema Corridor: Complementary to electronics corridors and student/office catchments.
392,5,4,Tema Corridor (Tema / Ashaiman),Pharmacy & Health,2,High,Anchor + essential merchants,13500.0,162000.0,Tema Corridor: Very underrepresented in current map; strong convenience and repeat demand driver.
393,5,4,Tema Corridor (Tema / Ashaiman),Pharmacy & Health,2,High,Anchor + essential merchants,13500.0,162000.0,Tema Corridor: Very underrepresented in current map; strong convenience and repeat demand driver.
394,5,4,Tema Corridor (Tema / Ashaiman),Pharmacy & Health,2,High,Anchor + essential merchants,13500.0,162000.0,Tema Corridor: Very underrepresented in current map; strong convenience and repeat demand driver.
395,5,4,Tema Corridor (Tema / Ashaiman),Pharmacy & Health,2,High,Anchor + essential merchants,13500.0,162000.0,Tema Corridor: Very underrepresented in current map; strong convenience and repeat demand driver.
396,5,4,Tema Corridor (Tema / Ashaiman),Pharmacy & Health,2,High,Anchor + essential merchants,13500.0,162000.0,Tema Corridor: Very underrepresented in current map; strong convenience and repeat demand driver.
397,5,4,Tema Corridor (Tema / Ashaiman),Restaurants & Fast Food,2,High,Anchor + essential merchants,12150.0,145800.0,Tema Corridor: Good demand generation and order frequency; cluster around dense residential/work nodes.
398,5,4,Tema Corridor (Tema / Ashaiman),Restaurants & Fast Food,2,High,Anchor + essential merchants,12150.0,145800.0,Tema Corridor: Good demand generation and order frequency; cluster around dense residential/work nodes.
399,5,4,Tema Corridor (Tema / Ashaiman),Restaurants & Fast Food,2,High,Anchor + essential merchants,12150.0,145800.0,Tema Corridor: Good demand generation and order frequency; cluster around dense residential/work nodes.
400,5,4,Tema Corridor (Tema / Ashaiman),Restaurants & Fast Food,2,High,Anchor + essential merchants,12150.0,145800.0,Tema Corridor: Good demand generation and order frequency; cluster around dense residential/work nodes.
401,5,4,Tema Corridor (Tema / Ashaiman),Restaurants & Fast Food,2,High,Anchor + essential merchants,12150.0,145800.0,Tema Corridor: Good demand generation and order frequency; cluster around dense residential/work nodes.
402,5,4,Tema Corridor (Tema / Ashaiman),Restaurants & Fast Food,3,Medium,Anchor + essential merchants,12150.0,145800.0,Tema Corridor: Good demand generation and order frequency; cluster around dense residential/work nodes.
403,5,4,Tema Corridor (Tema / Ashaiman),Restaurants & Fast Food,3,Medium,Anchor + essential merchants,12150.0,145800.0,Tema Corridor: Good demand generation and order frequency; cluster around dense residential/work nodes.
404,5,4,Tema Corridor (Tema / Ashaiman),Restaurants & Fast Food,3,Medium,Anchor + essential merchants,12150.0,145800.0,Tema Corridor: Good demand generation and order frequency; cluster around dense residential/work nodes.
405,5,4,Tema Corridor (Tema / Ashaiman),Restaurants & Fast Food,3,Medium,Anchor + essential merchants,12150.0,145800.0,Tema Corridor: Good demand generation and order frequency; cluster around dense residential/work nodes.
406,5,4,Tema Corridor (Tema / Ashaiman),Restaurants & Fast Food,3,Medium,Anchor + essential merchants,12150.0,145800.0,Tema Corridor: Good demand generation and order frequency; cluster around dense residential/work nodes.
407,5,4,Tema Corridor (Tema / Ashaiman),Restaurants & Fast Food,3,Medium,Anchor + essential merchants,12150.0,145800.0,Tema Corridor: Good demand generation and order frequency; cluster around dense residential/work nodes.
408,5,4,Tema Corridor (Tema / Ashaiman),Restaurants & Fast Food,3,Medium,Anchor + essential merchants,12150.0,145800.0,Tema Corridor: Good demand generation and order frequency; cluster around dense residential/work nodes.
409,5,4,Tema Corridor (Tema / Ashaiman),Restaurants & Fast Food,3,Medium,Anchor + essential merchants,12150.0,145800.0,Tema Corridor: Good demand generation and order frequency; cluster around dense residential/work nodes.
410,5,4,Tema Corridor (Tema / Ashaiman),Restaurants & Fast Food,3,Medium,Anchor + essential merchants,12150.0,145800.0,Tema Corridor: Good demand generation and order frequency; cluster around dense residential/work nodes.
411,5,4,Tema Corridor (Tema / Ashaiman),Restaurants & Fast Food,3,Medium,Anchor + essential merchants,12150.0,145800.0,Tema Corridor: Good demand generation and order frequency; cluster around dense residential/work nodes.
412,5,4,Tema Corridor (Tema / Ashaiman),Restaurants & Fast Food,3,Medium,Anchor + essential merchants,12150.0,145800.0,Tema Corridor: Good demand generation and order frequency; cluster around dense residential/work nodes.
413,5,4,Tema Corridor (Tema / Ashaiman),Restaurants & Fast Food,3,Medium,Anchor + essential merchants,12150.0,145800.0,Tema Corridor: Good demand generation and order frequency; cluster around dense residential/work nodes.
414,5,4,Tema Corridor (Tema / Ashaiman),Restaurants & Fast Food,3,Medium,Anchor + essential merchants,12150.0,145800.0,Tema Corridor: Good demand generation and order frequency; cluster around dense residential/work nodes.
415,5,4,Tema Corridor (Tema / Ashaiman),Restaurants & Fast Food,3,Medium,Anchor + essential merchants,12150.0,145800.0,Tema Corridor: Good demand generation and order frequency; cluster around dense residential/work nodes.
416,5,4,Tema Corridor (Tema / Ashaiman),Baby & Kids,3,Medium,Whitespace fill in residential corridors,9450.0,113400.0,Tema Corridor: Fill underserved family clusters; especially useful in Tema and East corridors.
417,5,4,Tema Corridor (Tema / Ashaiman),Baby & Kids,3,Medium,Whitespace fill in residential corridors,9450.0,113400.0,Tema Corridor: Fill underserved family clusters; especially useful in Tema and East corridors.
418,5,4,Tema Corridor (Tema / Ashaiman),Baby & Kids,3,Medium,Whitespace fill in residential corridors,9450.0,113400.0,Tema Corridor: Fill underserved family clusters; especially useful in Tema and East corridors.
419,5,4,Tema Corridor (Tema / Ashaiman),Baby & Kids,3,Medium,Whitespace fill in residential corridors,9450.0,113400.0,Tema Corridor: Fill underserved family clusters; especially useful in Tema and East corridors.
420,5,4,Tema Corridor (Tema / Ashaiman),Baby & Kids,4,Build Pipeline,Whitespace fill in residential corridors,9450.0,113400.0,Tema Corridor: Fill underserved family clusters; especially useful in Tema and East corridors.
421,5,4,Tema Corridor (Tema / Ashaiman),Baby & Kids,4,Build Pipeline,Whitespace fill in residential corridors,9450.0,113400.0,Tema Corridor: Fill underserved family clusters; especially useful in Tema and East corridors.
422,5,4,Tema Corridor (Tema / Ashaiman),Baby & Kids,4,Build Pipeline,Whitespace fill in residential corridors,9450.0,113400.0,Tema Corridor: Fill underserved family clusters; especially useful in Tema and East corridors.
423,5,4,Tema Corridor (Tema / Ashaiman),Baby & Kids,4,Build Pipeline,Whitespace fill in residential corridors,9450.0,113400.0,Tema Corridor: Fill underserved family clusters; especially useful in Tema and East corridors.
424,5,4,Tema Corridor (Tema / Ashaiman),Baby & Kids,4,Build Pipeline,Whitespace fill in residential corridors,9450.0,113400.0,Tema Corridor: Fill underserved family clusters; especially useful in Tema and East corridors.
425,5,4,Tema Corridor (Tema / Ashaiman),Baby & Kids,4,Build Pipeline,Whitespace fill in residential corridors,9450.0,113400.0,Tema Corridor: Fill underserved family clusters; especially useful in Tema and East corridors.
426,5,4,Tema Corridor (Tema / Ashaiman),Baby & Kids,4,Build Pipeline,Whitespace fill in residential corridors,9450.0,113400.0,Tema Corridor: Fill underserved family clusters; especially useful in Tema and East corridors.
427,5,4,Tema Corridor (Tema / Ashaiman),Bakery,4,Build Pipeline,Whitespace fill in residential corridors,6750.0,81000.0,Tema Corridor: Small basket but useful for daily frequency around dense traffic nodes.
428,5,4,Tema Corridor (Tema / Ashaiman),Bakery,4,Build Pipeline,Whitespace fill in residential corridors,6750.0,81000.0,Tema Corridor: Small basket but useful for daily frequency around dense traffic nodes.
429,5,4,Tema Corridor (Tema / Ashaiman),Bakery,4,Build Pipeline,Whitespace fill in residential corridors,6750.0,81000.0,Tema Corridor: Small basket but useful for daily frequency around dense traffic nodes.
